"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.885350750E0,6.873107300E0,-9.404942322E0,-2.212548981E0,1.185697757E1
2.895409750E0,7.170089722E0,-9.876910858E0,-2.080373840E0,1.238109486E1
2.905468750E0,7.472460938E0,-1.058808197E1,-1.995350647E0,1.311207750E1
2.915527750E0,7.644153900E0,-1.156689651E1,-1.866169281E0,1.398959512E1
2.925586750E0,7.125931549E0,-1.233614685E1,-1.656305695E0,1.434234179E1
2.935645750E0,5.772595825E0,-1.251622238E1,-1.302591248E0,1.384468957E1
2.945703750E0,4.068389740E0,-1.175984528E1,-6.399192810E-1,1.246014658E1
2.955762750E0,3.160078583E0,-1.023721161E1,1.960922241E-1,1.071564512E1
2.965821750E0,3.616329803E0,-8.119116211E0,9.092092896E-1,8.934458620E0
2.975880750E0,4.891827393E0,-5.987698517E0,1.361867981E0,7.850935815E0
2.985939750E0,6.683302002E0,-4.415966949E0,1.459914093E0,8.142397614E0
2.995998750E0,8.906927948E0,-3.571123810E0,1.345701599E0,9.690056942E0
3.006057750E0,1.115465378E1,-3.283721466E0,9.906399536E-1,1.167006834E1
3.016116750E0,1.282652710E1,-3.239263916E0,7.559280396E-2,1.322944982E1
3.026175750E0,1.339534424E1,-3.491938477E0,-1.219963074E0,1.389666116E1
3.036234750E0,1.306408310E1,-3.985312500E0,-2.856958923E0,1.395403874E1
3.046293750E0,1.233045868E1,-4.601131897E0,-4.433929596E0,1.388777727E1
3.056351750E0,1.118369339E1,-5.070406036E0,-5.448968811E0,1.343410869E1
3.066410750E0,1.005653732E1,-5.299280090E0,-5.463937683E0,1.261233235E1
3.076469750E0,9.211544495E0,-5.536836090E0,-4.656965790E0,1.171308824E1
3.086528750E0,8.692873077E0,-5.916746063E0,-3.061882782E0,1.095212548E1
3.096587750E0,8.404422913E0,-6.255042572E0,-1.406175842E0,1.057058241E1
3.106646750E0,8.044271851E0,-6.358028412E0,1.067280579E-1,1.025408337E1
3.116705750E0,7.515571289E0,-6.346652069E0,1.324445801E0,9.925621440E0
3.126764750E0,6.921606445E0,-6.179150391E0,2.121837616E0,9.518021339E0
3.136823750E0,6.168522491E0,-5.829028473E0,2.577639771E0,8.869750247E0
3.146882750E0,5.344186707E0,-5.485941925E0,2.772384796E0,8.145060332E0
3.156941750E0,4.702920227E0,-5.569318542E0,2.425855408E0,7.682417728E0
3.166999750E0,4.379442902E0,-6.004613342E0,1.929188232E0,7.678324606E0
3.177058750E0,4.119283905E0,-6.114784241E0,1.934876404E0,7.622521427E0
3.187117750E0,4.223766632E0,-5.684728546E0,2.369722137E0,7.468060405E0
3.197176750E0,4.649481354E0,-4.994214478E0,2.784210205E0,7.369645960E0
3.207235750E0,5.312602386E0,-4.399650879E0,2.869682465E0,7.470993871E0
3.217294750E0,5.954317932E0,-3.983216858E0,2.664309540E0,7.643197230E0
3.227353750E0,6.265371094E0,-3.699107666E0,2.326013031E0,7.638626126E0
3.237412750E0,6.433022461E0,-3.594325562E0,2.002086639E0,7.636183938E0
3.247471750E0,6.784940643E0,-3.656147003E0,1.753603363E0,7.904299792E0
3.257530750E0,7.259304199E0,-3.862567749E0,1.656605072E0,8.388162340E0
3.267589750E0,7.532785492E0,-4.264332275E0,1.468446350E0,8.779733578E0
3.277647750E0,7.486082611E0,-4.785099335E0,1.078806610E0,8.949996213E0
3.287706750E0,7.464377747E0,-5.196294250E0,6.524931335E-1,9.118341756E0
3.297765750E0,7.725285187E0,-5.205125885E0,2.998265076E-1,9.320046278E0
3.307824750E0,8.257578278E0,-4.953648834E0,6.735992432E-3,9.629448642E0
3.317883750E0,9.038055267E0,-4.646487579E0,-2.435435486E-1,1.016541211E1
