"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.818142417E0,7.906707916E0,-3.444337463E-1,1.056952057E0,7.984473203E0
1.828127417E0,7.796686707E0,-1.312770081E-1,1.210083618E0,7.891125371E0
1.838112417E0,7.481442261E0,-8.846603394E-2,1.466350708E0,7.624302521E0
1.848096417E0,7.481442261E0,-3.228785706E-1,1.607357483E0,7.658970358E0
1.858081417E0,7.780220947E0,-6.475534058E-1,1.678908691E0,7.985605662E0
1.868066417E0,8.259524231E0,-9.958790588E-1,1.299298096E0,8.420195435E0
1.878051417E0,8.754694519E0,-1.309327240E0,8.568182373E-1,8.893433051E0
1.888036417E0,9.241182861E0,-1.504820709E0,5.755531311E-1,9.380576072E0
1.898020417E0,9.521998901E0,-1.730551300E0,3.830534363E-1,9.685556299E0
1.908005417E0,9.467362518E0,-2.049388275E0,2.424957275E-1,9.689672313E0
1.917990417E0,9.582024078E0,-2.283351746E0,-8.951385498E-2,9.850730600E0
1.927975417E0,9.866582336E0,-2.514620819E0,-2.728825378E-1,1.018563841E1
1.937960417E0,1.034753220E1,-2.879711609E0,-2.302212524E-1,1.074323803E1
1.947944417E0,1.057161621E1,-2.761607208E0,1.549278259E-1,1.092746752E1
1.957929417E0,1.003797592E1,-2.160157928E0,9.015751648E-1,1.030728289E1
1.967914417E0,9.058862000E0,-1.444945221E0,1.323847046E0,9.268409703E0
1.977899417E0,8.466543732E0,-8.884025574E-1,1.396146698E0,8.626751849E0
1.987884417E0,8.390052795E0,-9.508227539E-1,1.132844238E0,8.519412297E0
1.997869417E0,8.494834900E0,-1.398990784E0,6.255491638E-1,8.631958465E0
2.007853417E0,8.564589844E0,-1.775008850E0,2.315684509E-1,8.749655968E0
2.017838417E0,8.785680084E0,-1.921554108E0,-2.993774414E-2,8.993410977E0
2.027823417E0,9.101672974E0,-1.852397919E0,-1.493893433E-1,9.289464255E0
2.037808417E0,9.487720184E0,-1.824555817E0,-8.966354370E-2,9.661981048E0
2.047793417E0,9.884844360E0,-2.052980804E0,-2.993774414E-2,1.009582956E1
2.057777417E0,1.058628571E1,-2.581681366E0,-1.592687988E-1,1.089770115E1
2.067762417E0,1.126512405E1,-3.057990875E0,-1.303788757E-1,1.167353103E1
2.077747417E0,1.167018173E1,-3.184028778E0,3.442840576E-3,1.209674306E1
2.087732417E0,1.189396637E1,-3.209326172E0,3.472778320E-2,1.231939189E1
2.097717417E0,1.215921478E1,-3.257226562E0,-2.050735474E-2,1.258794858E1
2.107701417E0,1.241069183E1,-3.256627808E0,-4.790039063E-2,1.283094661E1
2.117686417E0,1.239916580E1,-3.241209869E0,-1.073268127E-1,1.281625035E1
2.127671417E0,1.223136475E1,-3.278781738E0,-2.601589966E-1,1.266587446E1
2.137656417E0,1.226025467E1,-3.363655243E0,-3.156935120E-1,1.271721996E1
2.147641417E0,1.271066803E1,-3.731739807E0,-2.567161560E-1,1.324963648E1
