"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.191048333E0,9.139993286E0,-1.177451477E0,6.669231262E0,1.137561053E1
1.201115333E0,8.737330627E0,-1.478625183E0,6.715335388E0,1.111858841E1
1.211181333E0,8.429420929E0,-1.671873322E0,6.503376160E0,1.077702181E1
1.221248333E0,8.155041504E0,-1.666334839E0,6.272256775E0,1.042221564E1
1.231314333E0,7.882009277E0,-1.516795807E0,6.184239807E0,1.013269765E1
1.241381333E0,7.705376587E0,-1.438658295E0,6.518644409E0,1.019486591E1
1.251447333E0,7.844886475E0,-1.326242065E0,6.829398193E0,1.048531552E1
1.261514333E0,8.012837219E0,-1.116079102E0,5.708529053E0,9.901439128E0
1.271580333E0,8.259374542E0,-9.186396790E-1,4.932842102E0,9.664062184E0
1.281647333E0,8.348139954E0,-7.556286621E-1,4.751569061E0,9.635342438E0
1.291713333E0,8.397237854E0,-6.460565186E-1,4.645140381E0,9.618124649E0
1.301780333E0,8.376281433E0,-6.104306030E-1,4.656067657E0,9.602795541E0
1.311846333E0,8.310119019E0,-6.150709534E-1,4.925806732E0,9.679874087E0
1.321913333E0,8.221802673E0,-6.134243774E-1,5.331163788E0,9.818127927E0
1.331979333E0,7.950716400E0,-5.599855042E-1,5.727988586E0,9.815158088E0
1.342046333E0,7.831863556E0,-5.469625854E-1,5.931864624E0,9.839932558E0
1.352112333E0,7.627089386E0,-4.171824646E-1,5.931864624E0,9.671274561E0
1.362179333E0,7.270530853E0,-3.293151855E-1,5.692961426E0,9.240069111E0
1.372245333E0,6.857988739E0,-2.906954956E-1,5.672603760E0,8.904771015E0
1.382312333E0,6.946903839E0,-7.020401001E-2,5.357808380E0,8.773284003E0
1.392377708E0,7.538922729E0,1.984872437E-1,5.043462067E0,9.072555468E0
1.402444708E0,7.861202545E0,3.320095825E-1,4.891228638E0,9.264602172E0
1.412510708E0,7.845485229E0,3.773652649E-1,4.990023193E0,9.305609840E0
1.422577708E0,7.938142548E0,3.721261597E-1,5.012925568E0,9.395850559E0
1.432643708E0,8.254584503E0,2.454895020E-1,4.969815216E0,9.638334591E0
1.442710708E0,8.768016815E0,1.163081360E-1,5.009183350E0,1.009869122E1
1.452776708E0,9.530680847E0,2.335144043E-2,5.211712189E0,1.086261325E1
1.462843708E0,1.018392242E1,-1.663041687E-1,5.406157837E0,1.153110904E1
1.472909708E0,1.052566177E1,-4.246669006E-1,5.458997955E0,1.186467684E1
1.482976708E0,1.053913376E1,-5.462141418E-1,5.413642273E0,1.186082682E1
1.493042708E0,1.009710297E1,-5.387297058E-1,5.300477600E0,1.141651351E1
1.503109708E0,9.374854889E0,-4.694238281E-1,5.128185883E0,1.069609991E1
1.513175708E0,9.389374695E0,-1.992356873E-1,4.460873566E0,1.039708829E1
1.523242708E0,9.958191833E0,-5.673202515E-2,4.628075867E0,1.098125172E1
1.533308708E0,1.050380722E1,-1.228944397E-1,4.912783813E0,1.159657337E1
1.543375708E0,1.077594131E1,-3.411405945E-1,4.969216461E0,1.187141105E1
1.553441708E0,1.081486038E1,-7.229965210E-1,4.853656769E0,1.187610682E1
1.563508708E0,1.082623672E1,-1.279838562E0,4.702171783E0,1.187248112E1
1.573574708E0,1.092308533E1,-1.783391418E0,4.588707733E0,1.198125689E1
1.583641708E0,1.109417953E1,-2.220632172E0,4.496349792E0,1.217494100E1
1.593707708E0,1.138876694E1,-2.517464905E0,4.414619751E0,1.247118717E1
1.603774708E0,1.176044403E1,-2.561024323E0,4.421954498E0,1.282265850E1
1.613840708E0,1.211924789E1,-2.571203156E0,4.466711426E0,1.316961526E1
1.623907708E0,1.247221390E1,-2.715353394E0,4.490212555E0,1.353112236E1
1.633973708E0,1.258328293E1,-2.878963165E0,4.449497223E0,1.365377104E1
1.644040708E0,1.233420090E1,-2.907553711E0,4.336781616E0,1.339380660E1
